,article_id,article_title,article_writer,article_view,article_like,article_comment,article_datetime
0,964076900,[미개봉]LG 그램14 11세대 14Z95N-GP50ML 노트북판매,type0214,1,0,0,2023-01-02 12:07:33
1,964072973,엘지 15N36 펜티엄 3825U SSD 240 FHD 중고노트북 20만,notebookseller,2,0,0,2023-01-02 11:49:14
2,964072762,[판매]삼성 잉크젯 정품무한 SL-T1670 잉크 미개봉신품 양산,ram2194,2,0,0,2023-01-02 11:48:15
3,964070750,[미개봉]LG그램16 16Z90P-GP5EL i5/16GB 노트북 판매,type0214,1,0,0,2023-01-02 11:38:51
4,964069780,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,2,0,0,2023-01-02 11:34:32
5,964067460,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,2,0,0,2023-01-02 11:23:40
6,964066663,[미개봉]그램15 15ZB90Q-GP79ML i7/16GB 12세대 판매,type0214,1,0,0,2023-01-02 11:19:31
7,964066415,게이밍노트북 레노버 아이디어패드 510-15ISK i7-6세대 지포스 940MX,notebookseller,7,0,0,2023-01-02 11:18:27
8,964066166,"[판매]사무용,게임용 조립PC",zaswq33,3,0,0,2023-01-02 11:17:25
9,964062388,​[판매]​[판매]삼성전자 오디세이 G3 S32AG320 미개봉 동백전 카드,ram2194,5,0,0,2023-01-02 11:00:39
10,964061292,[판매]*채굴기 중고 신품 최저가판매 010-9409-0134,dydtkszja,2,0,0,2023-01-02 10:55:21
11,964059673,F202E ASUS 11.6인치 터치 휴대용 슬림형 중고노트북 17만,notebookseller,5,0,0,2023-01-02 10:47:43
12,964059457,[판매]가정용 사무용 게임용 중고 컴퓨터 모니터,lbh9063,1,0,0,2023-01-02 10:46:41
13,964057094,[판매] 사무용 게임용 게이밍 중고 컴퓨터 모니터,lbh9063,1,0,0,2023-01-02 10:36:36
14,964055415,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,1,0,0,2023-01-02 10:29:16
15,964054789,[판매]인텔 12400F 라이젠 5600 사무용 게이밍 중고 컴퓨터,lbh9063,3,0,0,2023-01-02 10:26:26
16,964054340,[판매]*중고 신품 채굴기 최저가판매,dydtkszja,4,0,0,2023-01-02 10:24:30
17,964054286,[미개봉]그램15 15Z95N-GP79ML i7/16GB/512GB 판매,type0214,3,0,0,2023-01-02 10:24:16
18,964053404,[판매]삼성 잉크젯 정품무한 SL-T1670 잉크 미개봉신품 양산,ram2194,1,0,0,2023-01-02 10:20:23
19,964052626,13인치 슬림 삼성 NT900X3D i5-3317U 중고노트북,notebookseller,9,0,0,2023-01-02 10:17:01
20,964052605,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,8,0,0,2023-01-02 10:16:54
21,964048390,[미개봉]LG 그램15 11세대 15Z95N-GP50ML 노트북판매,type0214,5,0,0,2023-01-02 09:55:10
22,964048278,[매입] 허위매입X 감가X 최고가O 전자제품은 전부매입 가능합니다.,nb0055,9,0,0,2023-01-02 09:54:33
23,964046761,엘지 화이트노트북 15U560 i5 6200U 28만 중고재고10대,notebookseller,3,0,0,2023-01-02 09:46:15
24,964042854,[미개봉]LG 그램16 16Z90P-GP70ML i7/16GB/256 판매,type0214,9,0,0,2023-01-02 09:26:12
25,964042468,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,2,0,0,2023-01-02 09:24:14
26,964040871,[판매]12월기획 엘지15N540 i7 4세대 램16 지포스 33만,notebookseller,4,0,0,2023-01-02 09:15:32
27,964039899,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,8,0,0,2023-01-02 09:10:07
28,964039772,[판매]삼성전자 S34J550 34인치 WQHD 미개봉신품 부산,ram2194,11,0,0,2023-01-02 09:09:13
29,964039669,[판매]LG전자 32MN600PW 32인치 모니터 미개봉신품 부산,ram2194,3,0,0,2023-01-02 09:08:31
30,964037895,[미개봉]그램14 14ZB90Q-GP56ML i5/16GB 12세대 판매,type0214,5,0,0,2023-01-02 08:57:24
31,964035990,에이서 Swift3 SF314 i5-8세대 지포스 MX150 캐드 중고노트북,notebookseller,3,0,0,2023-01-02 08:44:49
32,964033766,[미개봉]그램15 15ZB90Q-GP56ML i5/16GB 12세대 판매,type0214,4,0,0,2023-01-02 08:28:35
33,964031967,L﻿enovo 게이밍노트북 700-15isk i5-6 GTX950M 34만,notebookseller,4,0,0,2023-01-02 08:14:08
34,964030755,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,4,0,0,2023-01-02 08:03:20
35,964030299,[미개봉]그램15 15ZB90Q-GP79ML i7/16GB 12세대 판매,type0214,2,0,0,2023-01-02 07:59:27
36,964028815,[판매]15인치 엘지 A515 i5-2410M 램8 중고노트북 20만,notebookseller,4,0,0,2023-01-02 07:43:27
37,964028435,[미개봉]LG 그램14 14Z95N-GP5NL i5/16GB 노트북 판매,type0214,3,0,0,2023-01-02 07:38:53
38,964026321,DELL 15-7559 i7-6700HQ GTX960M 캐드 게이밍노트북,notebookseller,8,0,0,2023-01-02 07:12:42
39,964026126,[미개봉]LG 그램14 11세대 14Z95N-GP50ML 노트북판매,type0214,1,0,0,2023-01-02 07:10:09
40,964025225,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,3,0,0,2023-01-02 06:56:34
41,964025047,[매입] 허위매입X 감가X 최고가O 전자제품은 전부매입 가능합니다.,nb0055,11,0,0,2023-01-02 06:53:18
42,964024394,L﻿enovo 게이밍노트북 700-15isk i5-6 GTX950M 34만,notebookseller,4,0,0,2023-01-02 06:41:58
43,964024363,[미개봉]LG그램16 16Z90P-GP5EL i5/16GB 노트북 판매,type0214,1,0,0,2023-01-02 06:41:18
44,964022898,[미개봉]그램15 15Z95N-GP79ML i7/16GB/512GB 판매,type0214,0,0,0,2023-01-02 06:12:02
45,964022860,에이서 Swift3 SF314 i5-8세대 지포스 MX150 캐드 중고노트북,notebookseller,1,0,0,2023-01-02 06:11:18
46,964021901,[판매]]] 맞춤형 컴퓨터 판매합니다 [복구프로그램 ][맞춤상담],minzzz09,6,0,0,2023-01-02 05:51:12
47,964021441,[판매]12월기획 엘지15N540 i7 4세대 램16 지포스 33만,notebookseller,3,0,0,2023-01-02 05:40:37
48,964005139,[판매]라이젠5 라파엘 조립PC 7600X/7700X/7900X/7950X/게이밍,ansejun123,4,0,0,2023-01-02 00:38:24
49,964005094,"[판매] 12,13세대 조립PC i5 12400F/i5 13600K/i7 12700F/i9 13900K",ansejun123,6,0,0,2023-01-02 00:37:54
50,964005050,[판매]라이젠 조립PC 컴퓨터 5600/5600X/5700X/5800X/5950X/3070,ansejun123,6,0,0,2023-01-02 00:37:24
51,963999276,[판매]인텔 12400F 라이젠 5600 사무용 게이밍 중고 컴퓨터,lbh9063,2,0,0,2023-01-01 23:55:27
52,963998997,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,3,0,0,2023-01-01 23:52:55
53,963997228,에이서 Swift3 SF314 i5-8세대 지포스 MX150 캐드 중고노트북,notebookseller,6,0,0,2023-01-01 23:36:46
54,963993239,[판매]12월기획 엘지15N540 i7 4세대 램16 지포스 33만,notebookseller,7,0,0,2023-01-01 23:05:36
55,963991432,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,1,0,0,2023-01-01 22:52:05
56,963990549,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,4,0,0,2023-01-01 22:46:07
57,963988760,엘지 화이트노트북 15U560 i5 6200U 28만 중고재고10대,notebookseller,4,0,0,2023-01-01 22:34:28
58,963984034,13인치 슬림 삼성 NT900X3D i5-3317U 중고노트북,notebookseller,3,0,0,2023-01-01 22:03:21
59,963981985,[매입] 허위매입X 감가X 최고가O 전자제품은 전부매입 가능합니다.,nb0055,8,0,0,2023-01-01 21:50:26
60,963981415,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,3,0,0,2023-01-01 21:46:57
61,963980225,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,10,0,0,2023-01-01 21:39:20
62,963978969,F202E ASUS 11.6인치 터치 휴대용 슬림형 중고노트북 17만,notebookseller,7,0,0,2023-01-01 21:32:06
63,963973406,[판매]14인치 레노버 씽크패드 T470 T480s i7 중고노트북,notebookseller,9,0,0,2023-01-01 21:00:55
64,963970731,[판매]가정용 사무용 게임용 중고 컴퓨터 모니터,lbh9063,7,0,0,2023-01-01 20:45:21
65,963970169,"[ 공식정품 ] 윈도우11 , 윈도우10 // MS오피스 세트할인",giant2112,6,0,0,2023-01-01 20:41:48
66,963968686,"MS 오피스 2021 / 2019 엑셀 워드 파워포인트 윈도우10,11 홈 / 프로",kuus2,3,0,0,2023-01-01 20:32:36
67,963968409,[미개봉]그램14 14ZB90Q-GP56ML i5/16GB 12세대 판매,type0214,1,0,0,2023-01-01 20:30:52
68,963963495,[미개봉]그램15 15ZB90Q-GP56ML i5/16GB 12세대 판매,type0214,5,0,0,2023-01-01 20:01:49
69,963962955,엘지 15N36 펜티엄 3825U SSD 240 FHD 중고노트북 20만,notebookseller,8,0,0,2023-01-01 19:58:41
70,963958810,[미개봉]그램15 15ZB90Q-GP79ML i7/16GB 12세대 판매,type0214,6,0,0,2023-01-01 19:32:32
71,963958076,[판매]특A급 델 15-3567 i5 7세대 중고노트북 / 수량,notebookseller,17,0,0,2023-01-01 19:27:32
72,963955546,[미개봉]LG 그램14 14Z95N-GP5NL i5/16GB 노트북 판매,type0214,2,0,0,2023-01-01 19:11:53
73,963953027,[판매]초특가 삼성 i5 6세대 쿼드코어 중고노트북 24만,notebookseller,9,0,0,2023-01-01 18:56:25
74,963951907,[매입] 허위매입X 감가X 최고가O 전자제품은 전부매입 가능합니다.,nb0055,14,0,0,2023-01-01 18:49:05
75,963950962,[미개봉]LG 그램14 11세대 14Z95N-GP50ML 노트북판매,type0214,6,0,0,2023-01-01 18:42:55
76,963948047,[판매]15인치 엘지 A515 i5-2410M 램8 중고노트북 20만,notebookseller,5,0,0,2023-01-01 18:25:19
77,963946066,[미개봉]LG그램16 16Z90P-GP5EL i5/16GB 노트북 판매,type0214,9,0,0,2023-01-01 18:14:00
78,963942542,DELL 15-7559 i7-6700HQ GTX960M 캐드 게이밍노트북,notebookseller,10,0,0,2023-01-01 17:54:34
